TRAIN_CODE,STATION_CODE,SCHEDULE_ARRIVAL_TIME,SCHEDULE_DEPARTURE_TIME,API_ARRIVAL_TIME,API_DEPARTURE_TIME,TIME_MATCH
13UP,LRC,06:40:00,06:42:00,06:40:00,06:42:00,YES
13UP,LHR,07:00:00,07:35:00,07:00:00,07:35:00,YES
13UP,GRW,08:30:00,08:35:00,08:30:00,08:35:00,YES
13UP,WZD,09:00:00,09:02:00,09:00:00,09:02:00,YES
13UP,GRT,09:18:00,09:20:00,09:18:00,09:20:00,YES
13UP,LLM,09:48:00,09:50:00,09:45:00,09:50:00,YES
13UP,JMR,10:31:00,10:33:00,10:31:00,10:33:00,YES
13UP,DIN,10:49:00,10:51:00,10:49:00,10:51:00,YES
13UP,GKN,11:43:00,11:45:00,11:43:00,11:45:00,YES
13UP,RWP,12:45:00,13:10:00,12:45:00,13:10:00,YES
13UP,GLRS,13:28:00,13:30:00,13:28:00,13:30:00,YES
13UP,TXLC,14:00:00,14:02:00,14:00:00,14:02:00,YES
13UP,HSN,14:26:00,14:28:00,14:26:00,14:28:00,YES
13UP,ATCY,15:00:00,15:05:00,15:00:00,15:05:00,YES
13UP,JHR,15:42:00,15:46:00,15:42:00,15:46:00,YES
13UP,NSR,16:02:00,16:04:00,16:02:00,16:04:00,YES
13UP,PSH,17:00:00,17:05:00,17:00:00,17:05:00,YES
13UP,PSC,17:30:00,,17:25:00,,NO
14DN,PSC,,08:30:00,,08:30:00,YES
14DN,PSH,08:40:00,08:45:00,08:40:00,08:45:00,YES
14DN,NSR,09:15:00,09:19:00,09:15:00,09:19:00,YES
14DN,JHR,09:36:00,09:38:00,09:36:00,09:38:00,YES
14DN,ATCY,10:15:00,10:20:00,10:15:00,10:20:00,YES
14DN,HSN,10:58:00,11:00:00,10:58:00,11:00:00,YES
14DN,TXLC,11:19:00,11:21:00,11:19:00,11:21:00,YES
14DN,GLRS,11:42:00,11:44:00,11:42:00,11:44:00,YES
14DN,RWP,12:05:00,12:30:00,12:05:00,12:30:00,YES
14DN,GKN,13:25:00,13:27:00,13:25:00,13:27:00,YES
14DN,DIN,14:32:00,14:34:00,14:32:00,14:34:00,YES
14DN,JMR,14:51:00,14:53:00,14:51:00,14:53:00,YES
14DN,LLM,15:43:00,15:45:00,15:43:00,15:45:00,YES
14DN,GRT,16:03:00,16:05:00,16:03:00,16:05:00,YES
14DN,WZD,16:22:00,16:24:00,16:22:00,16:24:00,YES
14DN,GRW,16:53:00,16:58:00,16:53:00,16:58:00,YES
14DN,LHR,18:20:00,18:55:00,18:20:00,18:55:00,YES
14DN,LRC,19:07:00,19:09:00,19:07:00,19:09:00,YES
14DN,LKP,19:20:00,19:22:00,19:20:00,19:22:00,YES
14DN,RND,19:45:00,19:50:00,19:45:00,19:50:00,YES
14DN,KRK,20:05:00,20:07:00,20:05:00,20:07:00,YES
14DN,PTO,20:29:00,20:31:00,20:29:00,20:31:00,YES
14DN,OKR,21:18:00,21:20:00,21:18:00,21:20:00,YES
14DN,SWAL,22:00:00,22:05:00,22:00:00,22:05:00,YES
14DN,CCE,22:36:00,22:38:00,22:36:00,22:38:00,YES
14DN,MYH,23:04:00,23:06:00,23:04:00,23:06:00,YES
14DN,KWL,23:50:00,23:55:00,23:50:00,23:55:00,YES
14DN,MUL,00:35:00,00:43:00,00:35:00,00:43:00,YES
14DN,SJB,01:13:00,01:15:00,01:13:00,01:15:00,YES
14DN,LON,01:58:00,02:00:00,01:58:00,02:00:00,YES
14DN,BWPR,02:20:00,02:24:00,02:20:00,02:24:00,YES
14DN,SMA,02:40:00,03:00:00,02:40:00,03:00:00,YES
14DN,DWBS,03:34:00,03:36:00,03:34:00,03:36:00,YES
14DN,LQP,04:08:00,04:10:00,04:08:00,04:10:00,YES
14DN,KPR,04:50:00,04:55:00,04:50:00,04:55:00,YES
14DN,RYK,05:27:00,05:29:00,05:27:00,05:29:00,YES
14DN,SDK,05:50:00,05:52:00,05:50:00,05:52:00,YES
14DN,DRK,06:30:00,06:32:00,06:30:00,06:32:00,YES
14DN,MRP,06:48:00,06:50:00,06:48:00,06:50:00,YES
14DN,GHK,07:13:00,07:15:00,07:13:00,07:15:00,YES
14DN,PNL,07:38:00,07:40:00,07:38:00,07:40:00,YES
14DN,ROH,08:50:00,09:15:00,08:50:00,09:15:00,YES
14DN,KHP,09:42:00,09:44:00,09:42:00,09:44:00,YES
14DN,GBT,10:06:00,10:08:00,10:06:00,10:08:00,YES
14DN,RAN,10:18:00,10:20:00,10:18:00,10:20:00,YES
14DN,STJ,10:31:00,10:33:00,10:31:00,10:33:00,YES
14DN,MHR,10:46:00,10:48:00,10:46:00,10:48:00,YES
14DN,BRO,11:10:00,11:12:00,11:10:00,11:12:00,YES
14DN,PDN,11:30:00,11:32:00,11:30:00,11:32:00,YES
14DN,KQO,11:49:00,11:51:00,11:49:00,11:51:00,YES
14DN,BHE,12:08:00,12:10:00,12:08:00,12:10:00,YES
14DN,DOU,12:30:00,12:32:00,12:30:00,12:32:00,YES
14DN,NWS,13:10:00,13:12:00,13:10:00,13:12:00,YES
14DN,SRH,13:38:00,13:40:00,13:38:00,13:40:00,YES
14DN,SDU,14:12:00,14:14:00,14:12:00,14:14:00,YES
14DN,TDM,14:39:00,14:41:00,14:39:00,14:41:00,YES
14DN,HDR,15:25:00,15:30:00,15:25:00,15:30:00,YES
14DN,KOT,15:50:00,15:52:00,15:50:00,15:52:00,YES
14DN,BQM,17:22:00,17:24:00,17:22:00,17:24:00,YES
14DN,LND,17:38:00,17:40:00,17:38:00,17:40:00,YES
14DN,DID,18:06:00,18:08:00,18:06:00,18:08:00,YES
14DN,KCT,18:25:00,,18:35:00,,NO
15UP,KCT,,18:00:00,,18:00:00,YES
15UP,HDR,20:27:00,20:35:00,20:27:00,20:35:00,YES
15UP,NWS,22:14:00,22:16:00,22:14:00,22:16:00,YES
15UP,ROH,00:45:00,01:10:00,00:45:00,01:10:00,YES
15UP,BWPR,05:30:00,05:32:00,05:30:00,05:32:00,YES
15UP,MUL,06:45:00,07:05:00,06:45:00,07:05:00,YES
15UP,KWL,07:45:00,07:50:00,07:45:00,07:50:00,YES
15UP,SWAL,09:22:00,09:24:00,09:22:00,09:24:00,YES
15UP,OKR,09:51:00,09:53:00,09:51:00,09:53:00,YES
15UP,RND,10:55:00,11:00:00,10:55:00,11:00:00,YES
15UP,LKP,11:26:00,11:28:00,11:26:00,11:28:00,YES
15UP,LHR,12:00:00,12:00:00,12:00:00,,YES
16DN,LHR,,18:00:00,,18:00:00,YES
16DN,RND,18:35:00,18:40:00,18:35:00,18:40:00,YES
16DN,OKR,19:46:00,19:48:00,19:46:00,19:48:00,YES
16DN,SWAL,20:30:00,20:32:00,20:30:00,20:32:00,YES
16DN,KWL,22:00:00,22:05:00,22:00:00,22:05:00,YES
16DN,MUL,22:40:00,23:00:00,22:40:00,23:00:00,YES
16DN,BWPR,00:16:00,00:20:00,00:16:00,00:20:00,YES
16DN,ROH,04:45:00,05:10:00,04:45:00,05:10:00,YES
16DN,NWS,07:43:00,07:45:00,07:43:00,07:45:00,YES
16DN,HDR,09:40:00,09:45:00,09:40:00,09:45:00,YES
16DN,LND,11:35:00,11:37:00,11:35:00,11:37:00,YES
16DN,DID,12:10:00,12:12:00,12:10:00,12:12:00,YES
16DN,KCT,12:40:00,12:40:00,12:40:00,,YES
17UP,KCT,,17:00:00,,17:00:00,YES
17UP,DID,17:19:00,17:21:00,17:19:00,17:21:00,YES
17UP,HDR,19:35:00,19:43:00,19:35:00,19:43:00,YES
17UP,SDU,20:47:00,20:49:00,20:47:00,20:49:00,YES
17UP,NWS,21:18:00,21:20:00,21:18:00,21:20:00,YES
17UP,DOU,21:52:00,21:54:00,21:37:00,21:39:00,NO
17UP,BHE,21:47:00,21:49:00,21:47:00,21:49:00,YES
17UP,BRO,22:13:00,22:15:00,22:13:00,22:15:00,YES
17UP,MHR,22:51:00,22:53:00,22:36:00,22:38:00,NO
17UP,ROH,00:15:00,00:40:00,00:15:00,00:40:00,YES
17UP,SDK,03:23:00,03:25:00,02:20:00,02:22:00,NO
17UP,RYK,02:52:00,02:54:00,02:52:00,02:54:00,YES
17UP,KPR,03:44:00,03:46:00,03:44:00,03:46:00,YES
17UP,BWPR,05:18:00,05:20:00,05:18:00,05:20:00,YES
17UP,LON,05:38:00,05:40:00,05:38:00,05:40:00,YES
17UP,DYR,06:04:00,06:06:00,06:04:00,06:06:00,YES
17UP,JAI,06:30:00,06:32:00,06:30:00,06:32:00,YES
17UP,KWL,07:10:00,07:30:00,07:10:00,07:30:00,YES
17UP,ABK,08:05:00,08:07:00,08:05:00,08:07:00,YES
17UP,SKO,08:35:00,08:37:00,08:35:00,08:37:00,YES
17UP,TTSG,09:08:00,09:10:00,09:08:00,09:10:00,YES
17UP,GJA,09:36:00,09:38:00,09:36:00,09:38:00,YES
17UP,FSLD,10:40:00,11:10:00,10:40:00,11:10:00,YES
17UP,CKJ,11:42:00,11:43:00,11:42:00,11:43:00,YES
17UP,CHOT,12:30:00,12:32:00,12:30:00,12:32:00,YES
17UP,CNR,13:40:00,13:42:00,12:50:00,12:52:00,NO
17UP,SHND,14:35:00,14:36:00,13:44:00,13:45:00,NO
17UP,SRQ,14:10:00,14:25:00,14:10:00,14:25:00,YES
17UP,BWQ,15:14:00,15:16:00,15:14:00,15:16:00,YES
17UP,PHW,15:38:00,15:40:00,15:38:00,15:40:00,YES
17UP,MKW,16:15:00,16:25:00,16:15:00,16:25:00,YES
17UP,MBDN,16:55:00,16:57:00,16:55:00,16:57:00,YES
17UP,CHW,18:33:00,18:35:00,17:14:00,17:16:00,NO
17UP,DGH,17:30:00,17:32:00,17:30:00,17:32:00,YES
17UP,LLM,18:00:00,,18:00:00,,YES
18DN,LLM,,10:30:00,,10:30:00,YES
18DN,DGH,10:56:00,10:58:00,10:56:00,10:58:00,YES
18DN,CHW,11:06:00,11:08:00,11:08:00,11:10:00,NO
18DN,MBDN,11:26:00,11:28:00,11:26:00,11:28:00,YES
18DN,MKW,12:05:00,12:15:00,12:05:00,12:15:00,YES
18DN,PHW,12:50:00,12:52:00,12:50:00,12:52:00,YES
18DN,BWQ,13:19:00,13:21:00,13:19:00,13:21:00,YES
18DN,SRQ,14:10:00,14:25:00,14:10:00,14:25:00,YES
18DN,SHND,14:40:00,14:41:00,14:57:00,14:58:00,NO
18DN,CNR,15:23:00,15:25:00,15:48:00,15:50:00,NO
18DN,CHOT,16:08:00,16:10:00,16:08:00,16:10:00,YES
18DN,CKJ,17:02:00,17:03:00,17:02:00,17:03:00,YES
18DN,FSLD,17:30:00,18:00:00,17:30:00,18:00:00,YES
18DN,GJA,18:39:00,18:41:00,18:39:00,18:41:00,YES
18DN,TTSG,19:07:00,19:09:00,19:07:00,19:09:00,YES
18DN,SKO,19:50:00,19:52:00,19:50:00,19:52:00,YES
18DN,ABK,20:16:00,20:18:00,20:16:00,20:18:00,YES
18DN,KWL,20:50:00,21:10:00,20:50:00,21:10:00,YES
18DN,JAI,21:38:00,21:40:00,21:38:00,21:40:00,YES
18DN,DYR,22:02:00,22:04:00,22:02:00,22:04:00,YES
18DN,LON,22:36:00,22:38:00,22:36:00,22:38:00,YES
18DN,BWPR,22:56:00,23:00:00,22:56:00,23:00:00,YES
18DN,KPR,00:40:00,00:42:00,00:40:00,00:42:00,YES
18DN,RYK,01:14:00,01:16:00,01:14:00,01:16:00,YES
18DN,SDK,01:26:00,01:28:00,01:36:00,01:38:00,NO
18DN,ROH,03:45:00,04:10:00,03:45:00,04:10:00,YES
18DN,MHR,05:26:00,05:28:00,05:09:00,05:11:00,NO
18DN,BRO,05:32:00,05:34:00,05:32:00,05:34:00,YES
18DN,BHE,06:10:00,06:12:00,06:10:00,06:12:00,YES
18DN,DOU,06:41:00,06:43:00,06:25:00,06:27:00,NO
18DN,NWS,06:58:00,07:00:00,06:58:00,07:00:00,YES
18DN,SDU,07:48:00,07:50:00,07:48:00,07:50:00,YES
18DN,HDR,09:00:00,09:05:00,09:00:00,09:05:00,YES
18DN,LND,10:55:00,10:57:00,10:55:00,10:57:00,YES
18DN,DID,11:28:00,11:30:00,11:28:00,11:30:00,YES
18DN,KCT,12:00:00,,12:00:00,,YES
25UP,KYC,,18:30:00,,18:30:00,YES
25UP,KCT,18:40:00,18:50:00,18:40:00,18:50:00,YES
25UP,DID,19:10:00,19:12:00,19:10:00,19:12:00,YES
25UP,LND,19:32:00,19:34:00,19:32:00,19:34:00,YES
25UP,KOT,21:21:00,21:23:00,21:21:00,21:23:00,YES
25UP,HDR,21:45:00,22:00:00,21:45:00,22:00:00,YES
25UP,TDM,22:52:00,22:54:00,22:52:00,22:54:00,YES
25UP,SDU,23:11:00,23:13:00,23:11:00,23:13:00,YES
25UP,NWS,23:43:00,23:46:00,23:43:00,23:46:00,YES
25UP,DOU,00:08:00,00:10:00,00:08:00,00:10:00,YES
25UP,MHR,00:58:00,01:00:00,00:58:00,01:00:00,YES
25UP,ROH,02:40:00,03:05:00,02:40:00,03:05:00,YES
25UP,GHK,03:46:00,03:48:00,03:46:00,03:48:00,YES
25UP,SDK,04:52:00,04:54:00,04:52:00,04:54:00,YES
25UP,RYK,05:24:00,05:26:00,05:24:00,05:26:00,YES
25UP,KPR,06:15:00,06:20:00,06:15:00,06:20:00,YES
25UP,LQP,06:51:00,06:53:00,06:51:00,06:53:00,YES
25UP,DWBS,07:22:00,07:44:00,07:22:00,07:24:00,NO
25UP,MBK,07:59:00,08:01:00,07:40:00,07:42:00,NO
25UP,SMA,08:25:00,08:27:00,08:25:00,08:27:00,YES
25UP,BWPR,08:41:00,08:45:00,08:41:00,08:45:00,YES
25UP,LON,09:08:00,09:10:00,09:08:00,09:10:00,YES
25UP,GLW,09:31:00,09:33:00,09:31:00,09:33:00,YES
25UP,ZRSD,09:45:00,09:47:00,09:45:00,09:47:00,YES
25UP,SJB,10:00:00,10:02:00,10:00:00,10:02:00,YES
25UP,MUL,10:35:00,10:35:00,10:35:00,,YES
26DN,MUL,,16:00,,16:00:00,YES
26DN,SJB,16:30,16:32,16:30:00,16:32:00,YES
26DN,ZRSD,16:45,16:47,16:45:00,16:47:00,YES
26DN,GLW,17:00,17:02,17:00:00,17:02:00,YES
26DN,LON,17:23:00,17:25:00,17:23:00,17:25:00,YES
26DN,BWPR,17:45,17:50,17:45:00,17:50:00,YES
26DN,SMA,18:04:00,18:06:00,18:04:00,18:06:00,YES
26DN,MBK,18:26:00,18:28:00,18:26:00,18:28:00,YES
26DN,DWBS,18:43,18:45,18:43:00,18:45:00,YES
26DN,LQP,19:15:00,19:17:00,19:15:00,19:17:00,YES
26DN,KPR,20:00,20:05,20:00:00,20:05:00,YES
26DN,RYK,20:37:00,20:40:00,20:37:00,20:40:00,YES
26DN,SDK,21:00:00,21:02:00,21:00:00,21:02:00,YES
26DN,GHK,22:05:00,22:07:00,22:05:00,22:07:00,YES
26DN,ROH,23:20:00,23:45:00,23:20:00,23:45:00,YES
26DN,MHR,00:44:00,00:46:00,00:44:00,00:46:00,YES
26DN,DOU,01:54:00,01:56:00,01:54:00,01:56:00,YES
26DN,NWS,02:34:00,02:36:00,02:34:00,02:36:00,YES
26DN,SDU,03:23:00,03:25:00,03:23:00,03:25:00,YES
26DN,TDM,03:57:00,03:59:00,03:57:00,03:59:00,YES
26DN,HDR,04:45:00,04:55:00,04:45:00,04:55:00,YES
26DN,KOT,05:13:00,05:15:00,05:13:00,05:15:00,YES
26DN,LND,06:53:00,06:55:00,06:53:00,06:55:00,YES
26DN,DID,07:25:00,07:27:00,07:25:00,07:27:00,YES
26DN,KCT,07:55:00,08:10:00,07:55:00,08:10:00,YES
26DN,KYC,08:20:00,08:20:00,08:20:00,,YES
27UP,KCT,,06:45:00,,06:45:00,YES
27UP,DID,07:03:00,07:05:00,07:03:00,07:05:00,YES
27UP,LND,07:20:00,07:22:00,07:20:00,07:22:00,YES
27UP,HDR,09:20:00,09:25:00,09:20:00,09:25:00,YES
27UP,NWS,10:56:00,10:58:00,10:56:00,10:58:00,YES
27UP,ROH,13:35:00,14:00:00,13:35:00,14:00:00,YES
27UP,GHK,14:41:00,14:43:00,14:41:00,14:43:00,YES
27UP,RYK,16:10:00,16:12:00,16:10:00,16:12:00,YES
27UP,KPR,17:04:00,17:06:00,17:04:00,17:06:00,YES
27UP,BWPR,18:39:00,18:41:00,18:39:00,18:41:00,YES
27UP,MUL,19:55:00,20:15:00,19:55:00,20:15:00,YES
27UP,TTSG,22:04:00,22:06:00,22:04:00,22:06:00,YES
27UP,FSLD,23:25:00,23:30:00,23:25:00,23:30:00,YES
27UP,LHR,01:55:00,01:55:00,01:55:00,,YES
28DN,LHR,,07:10:00,,07:10:00,YES
28DN,SLL,08:27:00,08:29:00,08:27:00,08:29:00,YES
28DN,FSLD,09:40:00,09:45:00,09:40:00,09:45:00,YES
28DN,TTSG,10:53:00,10:55:00,10:53:00,10:55:00,YES
28DN,MUL,12:50:00,13:10:00,12:50:00,13:10:00,YES
28DN,BWPR,14:25:00,14:27:00,14:25:00,14:27:00,YES
28DN,KPR,16:05:00,16:07:00,16:05:00,16:07:00,YES
28DN,RYK,16:40:00,16:42:00,16:40:00,16:42:00,YES
28DN,GHK,18:00:00,18:02:00,18:00:00,18:02:00,YES
28DN,ROH,19:10:00,19:35:00,19:10:00,19:35:00,YES
28DN,NWS,22:08:00,22:10:00,22:08:00,22:10:00,YES
28DN,HDR,00:05:00,00:10:00,00:05:00,00:10:00,YES
28DN,LND,02:00:00,02:02:00,02:00:00,02:02:00,YES
28DN,KCT,02:55:00,02:55:00,02:55:00,,YES
33UP,KCT,,16:00:00,,16:00:00,YES
33UP,HDR,18:30:00,18:35:00,18:30:00,18:35:00,YES
33UP,NWS,20:13:00,20:15:00,20:13:00,20:15:00,YES
33UP,ROH,22:45:00,23:10:00,22:45:00,23:10:00,YES
33UP,RYK,01:12:00,01:14:00,01:12:00,01:14:00,YES
33UP,BWPR,03:33:00,03:35:00,03:33:00,03:35:00,YES
33UP,KWL,05:00:00,05:20:00,05:00:00,05:20:00,YES
33UP,CCE,06:11:00,06:13:00,06:11:00,06:13:00,YES
33UP,SWAL,06:48:00,06:50:00,06:48:00,06:50:00,YES
33UP,RND,08:22:00,08:26:00,08:22:00,08:26:00,YES
33UP,LKP,08:52:00,08:54:00,08:52:00,08:54:00,YES
33UP,LHR,09:25:00,09:25:00,09:25:00,,YES
34DN,LHR,,16:30:00,,16:30:00,YES
34DN,LKP,16:47:00,16:49:00,16:47:00,16:49:00,YES
34DN,RND,17:11:00,17:15:00,17:11:00,17:15:00,YES
34DN,SWAL,19:00:00,19:02:00,19:00:00,19:02:00,YES
34DN,CCE,19:33:00,19:35:00,19:33:00,19:35:00,YES
34DN,KWL,20:30:00,20:50:00,20:30:00,20:50:00,YES
34DN,BWPR,22:10:00,22:14:00,22:10:00,22:14:00,YES
34DN,RYK,00:17:00,00:19:00,00:17:00,00:19:00,YES
34DN,ROH,02:40:00,03:05:00,02:40:00,03:05:00,YES
34DN,NWS,05:38:00,05:40:00,05:38:00,05:40:00,YES
34DN,HDR,07:30:00,07:35:00,07:30:00,07:35:00,YES
34DN,LND,09:33:00,09:35:00,09:33:00,09:35:00,YES
34DN,DID,10:05:00,10:07:00,10:05:00,10:07:00,YES
34DN,KCT,10:35:00,10:35:00,10:35:00,,YES
37UP,KYC,,19:30:00,,19:30:00,YES
37UP,KCT,19:40:00,19:50:00,19:40:00,19:50:00,YES
37UP,DID,20:09:00,20:10:00,20:09:00,20:10:00,YES
37UP,LND,20:30:00,20:32:00,20:30:00,20:32:00,YES
37UP,KOT,22:20:00,22:22:00,22:20:00,22:22:00,YES
37UP,HDR,22:40:00,22:55:00,22:40:00,22:55:00,YES
37UP,TDM,23:51:00,23:53:00,23:51:00,23:53:00,YES
37UP,SDU,00:10:00,00:12:00,00:10:00,00:12:00,YES
37UP,NWS,00:43:00,00:46:00,00:43:00,00:46:00,YES
37UP,PDN,01:28:00,01:30:00,01:28:00,01:30:00,YES
37UP,BRO,01:43:00,01:45:00,01:43:00,01:45:00,YES
37UP,MHR,02:06:00,02:08:00,02:06:00,02:08:00,YES
37UP,ROH,04:10:00,04:35:00,04:10:00,04:35:00,YES
37UP,GHK,05:16:00,05:18:00,05:16:00,05:18:00,YES
37UP,MRP,05:40:00,05:42:00,05:40:00,05:42:00,YES
37UP,SDK,06:32:00,06:34:00,06:32:00,06:34:00,YES
37UP,RYK,07:00:00,07:02:00,07:00:00,07:02:00,YES
37UP,KPR,08:15:00,08:20:00,08:15:00,08:20:00,YES
37UP,LQP,08:53:00,08:55:00,08:53:00,08:55:00,YES
37UP,DWBS,09:25:00,09:27:00,09:25:00,09:27:00,YES
37UP,MBK,09:42:00,09:44:00,09:42:00,09:44:00,YES
37UP,SMA,10:10:00,10:35:00,10:10:00,10:35:00,YES
37UP,BWPR,10:50:00,10:55:00,10:50:00,10:55:00,YES
37UP,LON,11:16:00,11:18:00,11:16:00,11:18:00,YES
37UP,JMH,11:32:00,11:34:00,11:32:00,11:34:00,YES
37UP,KOP,11:50:00,11:55:00,11:50:00,11:55:00,YES
37UP,MSX,12:25:00,12:30:00,12:25:00,12:30:00,YES
37UP,NSH,12:44:00,12:46:00,12:44:00,12:46:00,YES
37UP,VHR,13:05:00,13:10:00,13:05:00,13:10:00,YES
37UP,MCW,13:27:00,13:29:00,13:27:00,13:29:00,YES
37UP,MBWL,13:55:00,14:00:00,13:55:00,14:00:00,YES
37UP,GOO,14:19:00,14:21:00,14:19:00,14:21:00,YES
37UP,ARF,14:45:00,14:50:00,14:45:00,14:50:00,YES
37UP,MRCH,15:13:00,15:15:00,15:13:00,15:15:00,YES
37UP,PPX,15:45:00,16:00:00,15:45:00,16:00:00,YES
37UP,HWSW,16:42:00,16:44:00,16:42:00,16:44:00,YES
37UP,BSU,17:04:00,17:06:00,17:04:00,17:06:00,YES
37UP,MADD,17:26:00,17:28:00,17:26:00,17:28:00,YES
37UP,KZN,17:46:00,17:48:00,17:46:00,17:48:00,YES
37UP,UMW,18:13:00,18:15:00,18:13:00,18:15:00,YES
37UP,KHUK,18:32:00,18:34:00,18:32:00,18:34:00,YES
37UP,KUS,19:10:00,19:50:00,19:10:00,19:50:00,YES
37UP,RND,20:15:00,20:20:00,20:15:00,20:20:00,YES
37UP,LKP,20:44:00,20:46:00,20:44:00,20:46:00,YES
37UP,LHR,21:20:00,,21:20:00,,YES
38DN,LHR,,06:00:00,,06:00:00,YES
38DN,WTNS,06:15:00,06:17:00,06:15:00,06:17:00,YES
38DN,LKP,06:25:00,06:27:00,06:25:00,06:27:00,YES
38DN,RND,06:50:00,06:55:00,06:50:00,06:55:00,YES
38DN,KUS,07:30:00,08:10:00,07:30:00,08:10:00,YES
38DN,KHUK,08:36:00,08:38:00,08:36:00,08:38:00,YES
38DN,UMW,08:50:00,08:52:00,08:50:00,08:52:00,YES
38DN,KZN,09:12:00,09:14:00,09:12:00,09:14:00,YES
38DN,MADD,09:32:00,09:34:00,09:32:00,09:34:00,YES
38DN,BSU,09:57:00,09:59:00,09:57:00,09:59:00,YES
38DN,HWSW,10:22:00,10:24:00,10:22:00,10:24:00,YES
38DN,PPX,11:20:00,11:35:00,11:20:00,11:35:00,YES
38DN,MRCH,11:55:00,11:57:00,11:55:00,11:57:00,YES
38DN,ARF,12:12:00,12:17:00,12:12:00,12:17:00,YES
38DN,GOO,12:51:00,12:53:00,12:51:00,12:53:00,YES
38DN,MBWL,13:10:00,13:15:00,13:10:00,13:15:00,YES
38DN,MCW,13:32:00,13:34:00,13:32:00,13:34:00,YES
38DN,VHR,13:50:00,13:55:00,13:50:00,13:55:00,YES
38DN,NSH,14:13:00,14:15:00,14:13:00,14:15:00,YES
38DN,MSX,14:30:00,14:35:00,14:30:00,14:35:00,YES
38DN,KOP,15:10:00,15:15:00,15:10:00,15:15:00,YES
38DN,JMH,15:35:00,15:37:00,15:35:00,15:37:00,YES
38DN,LON,15:55:00,15:57:00,15:55:00,15:57:00,YES
38DN,BWPR,16:15:00,16:20:00,16:15:00,16:20:00,YES
38DN,SMA,16:40:00,17:05:00,16:40:00,17:05:00,YES
38DN,MBK,17:25:00,17:27:00,17:25:00,17:27:00,YES
38DN,DWBS,17:42:00,17:44:00,17:42:00,17:44:00,YES
38DN,LQP,18:14:00,18:16:00,18:14:00,18:16:00,YES
38DN,KPR,18:55:00,19:00:00,18:55:00,19:00:00,YES
38DN,RYK,19:32:00,19:34:00,19:32:00,19:34:00,YES
38DN,SDK,19:54:00,19:56:00,19:54:00,19:56:00,YES
38DN,MRP,20:43:00,20:45:00,20:43:00,20:45:00,YES
38DN,GHK,21:07:00,21:09:00,21:07:00,21:09:00,YES
38DN,ROH,22:20:00,22:45:00,22:20:00,22:45:00,YES
38DN,MHR,23:44:00,23:46:00,23:44:00,23:46:00,YES
38DN,BRO,00:07:00,00:09:00,00:07:00,00:09:00,YES
38DN,PDN,00:22:00,00:24:00,00:22:00,00:24:00,YES
38DN,NWS,01:37:00,01:39:00,01:37:00,01:39:00,YES
38DN,SDU,02:32:00,02:34:00,02:32:00,02:34:00,YES
38DN,TDM,03:05:00,03:07:00,03:05:00,03:07:00,YES
38DN,HDR,03:50:00,04:00:00,03:50:00,04:00:00,YES
38DN,KOT,04:18:00,04:20:00,04:18:00,04:20:00,YES
38DN,LND,05:58:00,06:00:00,05:58:00,06:00:00,YES
38DN,DID,06:34:00,06:36:00,06:34:00,06:36:00,YES
38DN,KCT,07:05:00,07:20:00,07:05:00,07:20:00,YES
38DN,KYC,07:30:00,,07:30:00,,YES
41UP,KCT,,15:00:00,,15:00:00,YES
41UP,HDR,17:30:00,17:35:00,17:30:00,17:35:00,YES
41UP,ROH,21:35:00,22:00:00,21:35:00,22:00:00,YES
41UP,BWPR,02:15:00,02:17:00,02:15:00,02:17:00,YES
41UP,KWL,03:40:00,04:00:00,03:40:00,04:00:00,YES
41UP,TTSG,05:14:00,05:16:00,05:14:00,05:16:00,YES
41UP,FSLD,06:35:00,06:45:00,06:35:00,06:45:00,YES
41UP,LHR,09:20:00,09:20:00,09:20:00,,YES
42DN,LHR,,15:00:00,,15:00:00,YES
42DN,FSLD,17:15:00,17:25:00,17:15:00,17:25:00,YES
42DN,TTSG,18:25:00,18:27:00,18:25:00,18:27:00,YES
42DN,KWL,20:00:00,20:20:00,20:00:00,20:20:00,YES
42DN,BWPR,21:40:00,21:42:00,21:40:00,21:42:00,YES
42DN,ROH,02:05:00,02:30:00,02:05:00,02:30:00,YES
42DN,HDR,06:50:00,06:55:00,06:50:00,06:55:00,YES
42DN,LND,08:45:00,08:47:00,08:45:00,08:47:00,YES
42DN,DID,09:18:00,09:20:00,09:18:00,09:20:00,YES
42DN,KCT,09:50:00,09:50:00,09:50:00,,YES
45UP,KCT,,14:00:00,,14:00:00,YES
45UP,LND,14:33:00,14:35:00,14:33:00,14:35:00,YES
45UP,HDR,16:36:00,16:44:00,16:36:00,16:44:00,YES
45UP,TDM,17:39:00,17:41:00,17:39:00,17:41:00,YES
45UP,PDN,18:58:00,19:00:00,18:58:00,19:00:00,YES
45UP,KHP,20:25:00,20:27:00,20:25:00,20:27:00,YES
45UP,ROH,21:10:00,21:35:00,21:10:00,21:35:00,YES
45UP,GHK,22:16:00,22:18:00,22:16:00,22:18:00,YES
45UP,SDK,23:21:00,23:23:00,23:21:00,23:23:00,YES
45UP,RYK,23:45:00,23:47:00,23:45:00,23:47:00,YES
45UP,KPR,01:05:00,01:10:00,01:05:00,01:10:00,YES
45UP,BWPR,02:45:00,02:50:00,02:45:00,02:50:00,YES
45UP,LON,03:11:00,03:13:00,03:11:00,03:13:00,YES
